"","ENSEMBL","SYMBOL","Cov1","Cov2","Cov3","Mock1","Mock2","Mock3"
"408","ENSG00000021762","20_OSBPL5",385,188,247,493,242,546
"409","ENSG00000021776","11_AQR",1443,1403,966,3866,826,4232
"410","ENSG00000021826","17_CPS1",243,155,121,570,216,1286
"411","ENSG00000021852","13_C8B",14,1,6,2,3,6
"412","ENSG00000022267","19_FHL1",15242,13848,14148,54832,71544,60229
"413","ENSG00000022277","12_RTF2",2113,1810,1621,7167,8659,7296
"414","ENSG00000022355","18_GABRA1",8,5,5,36,31,34
"415","ENSG00000022556","16_NLRP2",16,18,23,180,162,162
"416","ENSG00000022567","9_SLC45A4",132,79,90,238,185,258
"417","ENSG00000022840","16_RNF10",5513,4724,4414,17247,7750,20105
"418","ENSG00000022976","15_ZNF839",86,133,73,398,295,514
"419","ENSG00000023041","11_ZDHHC6",699,609,624,1804,1250,1573
"420","ENSG00000023171","18_GRAMD1B",153,131,200,223,90,181
"421","ENSG00000023191","17_RNH1",5252,5084,3899,9406,13848,11222
"422","ENSG00000023228","14_NDUFS1",2669,2466,1939,10139,5327,9754
"423","ENSG00000023287","13_RB1CC1",9145,8944,6606,7867,3982,7746
"424","ENSG00000023318","8_ERP44",2678,2899,1881,4776,6939,5238
"425","ENSG00000023330","15_ALAS1",2203,2043,1623,6002,5360,6139
"426","ENSG00000023445","15_BIRC3",563,415,371,68,82,92
"427","ENSG00000023516","9_AKAP11",156,307,201,1131,678,1366
"428","ENSG00000023572","9_GLRX2",448,449,358,1206,2893,1121
"429","ENSG00000023608","5_SNAPC1",2699,2442,2028,1240,1659,1073
"430","ENSG00000023697","13_DERA",380,477,350,1102,2031,1197
"431","ENSG00000023734","11_STRAP",4283,3648,3564,9815,10793,10237
"432","ENSG00000023839","12_ABCC2",54,25,16,41,14,11
"433","ENSG00000023892","11_DEF6",49,53,26,54,73,34
"434","ENSG00000023902","14_PLEKHO1",1562,1431,1411,4573,5723,4295
"435","ENSG00000023909","10_GCLM",478,420,416,382,529,456
"436","ENSG00000024048","10_UBR2",1437,1415,1237,2433,819,2934
"437","ENSG00000024422","12_EHD2",9975,8832,5038,5930,5720,11161
"438","ENSG00000024526","17_DEPDC1",87,115,105,1493,1621,1713
"439","ENSG00000024862","17_CCDC28A",289,353,190,539,870,683
"440","ENSG00000025039","15_RRAGD",1434,1197,1171,3504,2686,3853
"441","ENSG00000025156","13_HSF2",1281,1357,1086,3012,2091,2744
"442","ENSG00000025293","17_PHF20",1394,845,956,2452,3168,2799
"443","ENSG00000025423","11_HSD17B6",34,28,59,56,9,21
"444","ENSG00000025434","19_NR1H3",229,217,151,426,513,505
"445","ENSG00000025708","14_TYMP",475,674,251,149,366,272
"446","ENSG00000025770","19_NCAPH2",348,392,325,1525,1726,1913
"447","ENSG00000025772","8_TOMM34",1425,1477,1226,3511,4175,3915
"448","ENSG00000025796","14_SEC63",2720,2545,2102,4396,3791,4846
"449","ENSG00000025800","14_KPNA6",1890,1979,1746,5228,3041,6199
"450","ENSG00000026025","16_VIM",34105,31489,22277,36141,59059,46290
"451","ENSG00000026036","22_RTEL1-TNFRSF6B",55,88,23,173,26,110
"452","ENSG00000026103","22_FAS",1054,1048,872,1237,1082,1644
"453","ENSG00000026297","15_RNASET2",446,421,331,317,718,563
"454","ENSG00000026508","19_CD44",7323,7730,6129,4056,2284,4411
"455","ENSG00000026559","14_KCNG1",1996,1407,1047,381,663,587
"456","ENSG00000026652","15_AGPAT4",603,509,552,1297,1109,1479
"457","ENSG00000026751","17_SLAMF7",3,16,2,31,8,9
"458","ENSG00000026950","17_BTN3A1",622,626,412,344,227,529
"459","ENSG00000027001","10_MIPEP",297,343,233,1848,829,1461
"460","ENSG00000027075","15_PRKCH",765,727,623,1251,1216,1326
"461","ENSG00000027644","5_INSRR",0,6,3,10,18,36
"462","ENSG00000027697","14_IFNGR1",2445,2684,1900,5404,5378,5659
"463","ENSG00000027847","14_B4GALT7",1249,1040,665,1349,2461,1820
"464","ENSG00000027869","11_SH2D2A",3,5,1,6,3,2
"465","ENSG00000028116","17_VRK2",209,314,184,1106,957,1169
"466","ENSG00000028137","19_TNFRSF1B",124,196,111,63,71,59
"467","ENSG00000028203","18_VEZT",1279,1582,1020,5100,2672,5479
"468","ENSG00000028277","21_POU2F2",54,61,36,95,139,87
"469","ENSG00000028310","18_BRD9",415,268,388,929,722,1230
"470","ENSG00000028528","15_SNX1",1629,1371,1386,4355,3511,4405
"471","ENSG00000028839","10_TBPL1",586,503,463,979,1651,878
"472","ENSG00000029153","14_ARNTL2",780,857,499,919,549,1295
"473","ENSG00000029363","17_BCLAF1",4148,3549,2811,6992,4662,7822
"474","ENSG00000029364","12_SLC39A9",2643,2481,2064,4523,1597,5132
"475","ENSG00000029534","20_ANK1",62,64,153,258,110,191
"476","ENSG00000029559","7_IBSP",9,15,7,5,24,8
"477","ENSG00000029639","11_TFB1M",301,278,226,1507,2107,1450
"478","ENSG00000029725","17_RABEP1",2612,2547,2294,7818,2389,8278
"479","ENSG00000029993","15_HMGB3",346,293,208,2093,2629,2445
"480","ENSG00000030066","13_NUP160",1590,1547,1371,4768,863,5074
"481","ENSG00000030110","13_BAK1",1271,1183,979,2975,3120,3206
"482","ENSG00000030304","14_MUSK",9,14,4,6,14,23
"483","ENSG00000030419","16_IKZF2",154,201,108,236,152,208
"484","ENSG00000030582","18_GRN",8691,8940,6909,17500,22875,21439
"485","ENSG00000031003","10_FAM13B",1421,1427,1064,7299,1082,6325
"486","ENSG00000031081","11_ARHGAP31",1687,1369,1404,4688,796,6104
"487","ENSG00000031691","7_CENPQ",70,80,57,302,590,312
"488","ENSG00000031698","13_SARS1",5606,4921,3753,10270,10754,10250
"489","ENSG00000031823","14_RANBP3",271,191,294,1078,994,1064
"490","ENSG00000032219","19_ARID4A",659,744,630,1661,1738,1992
"491","ENSG00000032389","12_EIPR1",460,569,416,1148,1665,1239
"492","ENSG00000032444","16_PNPLA6",531,410,912,1058,357,873
"493","ENSG00000032742","17_IFT88",168,122,116,1386,807,1241
"494","ENSG00000033011","12_ALG1",1243,1264,1048,1865,2125,1954
"495","ENSG00000033030","15_ZCCHC8",906,874,579,934,663,1282
"496","ENSG00000033050","9_ABCF2",958,1033,870,2080,839,2417
"497","ENSG00000033100","16_CHPF2",5843,4320,5243,6374,2702,7788
"498","ENSG00000033122","20_LRRC7",78,51,92,322,239,496
"499","ENSG00000033170","17_FUT8",483,487,562,1008,597,1369
"500","ENSG00000033178","13_UBA6",2536,2960,1420,3535,996,4096
"501","ENSG00000033327","13_GAB2",339,162,355,454,215,693
"502","ENSG00000033627","16_ATP6V0A1",1830,1894,1784,3596,1364,5710
"503","ENSG00000033800","13_PIAS1",3713,3116,2663,6536,6069,6572
"504","ENSG00000033867","16_SLC4A7",917,1172,480,1171,471,1332
"505","ENSG00000034053","14_APBA2",912,764,703,756,342,1071
"506","ENSG00000034152","19_MAP2K3",2088,1838,1585,2398,1905,2816
"507","ENSG00000034239","11_EFCAB1",6,6,9,15,19,14
"508","ENSG00000034510","6_TMSB10",18808,15959,11842,20414,68237,27071
"509","ENSG00000034533","11_ASTE1",130,127,103,585,476,650
"510","ENSG00000034677","13_RNF19A",1739,2071,1334,6564,2043,6021
"511","ENSG00000034693","15_PEX3",264,269,186,1627,2138,1688
"512","ENSG00000034713","8_GABARAPL2",3441,3024,3156,11389,25377,11707
"513","ENSG00000034971","17_MYOC",0,5,4,14,69,25
"514","ENSG00000035115","22_SH3YL1",250,275,180,846,971,1122
"515","ENSG00000035141","8_FAM136A",970,1022,827,3441,4107,3298
"516","ENSG00000035403","17_VCL",18471,16036,13933,59837,9675,69276
"517","ENSG00000035499","13_DEPDC1B",30,63,28,126,209,253
"518","ENSG00000035664","11_DAPK2",71,98,61,751,837,827
"519","ENSG00000035681","9_NSMAF",678,767,590,1881,748,2384
"520","ENSG00000035687","10_ADSS2",787,720,646,1291,1171,1886
"521","ENSG00000035720","8_STAP1",0,3,0,1,4,5
"522","ENSG00000035862","12_TIMP2",509,395,434,1100,3116,1451
"523","ENSG00000035928","16_RFC1",1095,1043,1181,3152,3698,3917
"524","ENSG00000036054","13_TBC1D23",2235,1908,1619,3161,1580,3326
"525","ENSG00000036257","13_CUL3",2704,1943,2062,3987,1675,4290
"526","ENSG00000036448","10_MYOM2",794,866,854,12733,1389,10611
"527","ENSG00000036473","8_OTC",0,1,1,2,1,5
"528","ENSG00000036530","9_CYP46A1",67,52,63,423,554,451
"529","ENSG00000036549","13_AC118549",1904,1847,1542,3041,780,3369
"530","ENSG00000036565","15_SLC18A1",4,11,5,18,4,12
"531","ENSG00000036672","16_USP2",313,184,184,644,395,645
"532","ENSG00000036828","16_CASR",24,44,22,26,27,39
"533","ENSG00000037042","9_TUBG2",752,651,468,2153,2789,2260
"534","ENSG00000037241","7_RPL26L1",581,499,498,2228,5885,2096
"535","ENSG00000037280","16_FLT4",7,35,11,13,13,15
"536","ENSG00000037474","15_NSUN2",1520,1580,1327,3337,1044,3362
"537","ENSG00000037637","11_FBXO42",1600,1898,1627,2682,1411,3375
"538","ENSG00000037749","12_MFAP3",806,907,648,2669,510,2894
"539","ENSG00000037757","14_MRI1",698,518,483,868,1767,1025
"540","ENSG00000037897","17_METTL1",133,186,168,484,727,421
"541","ENSG00000037965","6_HOXC8",331,254,249,230,751,275
"542","ENSG00000038002","9_AGA",286,177,128,413,467,500
"543","ENSG00000038210","14_PI4K2B",399,627,227,773,146,700
"544","ENSG00000038219","13_BOD1L1",937,927,711,2295,4286,2445
"545","ENSG00000038274","17_MAT2B",1794,1996,1550,4994,5467,4225
"546","ENSG00000038295","8_TLL1",72,164,76,624,112,529
"547","ENSG00000038358","15_EDC4",2419,1934,2491,4385,1256,5632
"548","ENSG00000038382","20_TRIO",1000,1046,891,1804,601,1678
"549","ENSG00000038427","16_VCAN",20498,19870,14786,29767,15013,45961
"550","ENSG00000038532","16_CLEC16A",1224,866,852,1783,504,2460
"551","ENSG00000038945","15_MSR1",6,8,1,10,29,22
"552","ENSG00000039068","19_CDH1",59,55,33,37,15,48
"553","ENSG00000039123","16_MTREX",1577,1524,1142,4770,1029,4598
"554","ENSG00000039139","9_DNAH5",26,51,38,100,127,108
"555","ENSG00000039319","17_ZFYVE16",1093,1402,906,5055,1557,4249
"556","ENSG00000039523","20_RIPOR1",1351,1013,1454,1840,1863,2583
"557","ENSG00000039537","13_C6",790,843,523,2439,967,3223
"558","ENSG00000039560","14_RAI14",13805,13675,10624,23259,7890,25769
"559","ENSG00000039600","11_SOX30",26,55,13,29,8,19
"560","ENSG00000039650","12_PNKP",826,695,653,1899,2638,2264
"561","ENSG00000039987","7_BEST2",6,5,7,5,4,4
"562","ENSG00000040199","18_PHLPP2",402,150,342,473,158,438
"563","ENSG00000040275","17_SPDL1",677,622,415,1537,1095,1949
"564","ENSG00000040341","18_STAU2",2066,1895,1467,7473,2853,7317
"565","ENSG00000040487","13_SLC66A1",517,382,339,618,1095,797
"566","ENSG00000040531","15_CTNS",261,314,310,942,625,933
"567","ENSG00000040608","14_RTN4R",85,84,61,76,122,136
"568","ENSG00000040633","13_PHF23",1126,1066,973,2569,3254,2853
"569","ENSG00000040731","10_CDH10",395,138,177,227,121,290
"570","ENSG00000040933","15_INPP4A",536,495,426,1692,321,1673
"571","ENSG00000041353","10_RAB27B",57,46,65,6,9,18
"572","ENSG00000041357","16_PSMA4",2532,2369,2044,7353,13399,6693
"573","ENSG00000041515","16_MYO16",36,12,5,59,7,31
"574","ENSG00000041802","11_LSG1",857,801,660,1859,1320,2336
"575","ENSG00000041880","14_PARP3",143,167,110,469,563,580
"576","ENSG00000041982","16_TNC",20063,17269,15752,3230,569,5879
"577","ENSG00000041988","15_THAP3",594,609,355,965,1953,1141
"578","ENSG00000042062","13_RIPOR3",14,42,48,20,7,26
"579","ENSG00000042088","14_TDP1",526,460,383,1265,887,1072
"580","ENSG00000042286","15_AIFM2",240,292,222,580,532,570
"581","ENSG00000042304","11_C2orf83",11,12,2,5,1,4
"582","ENSG00000042317","17_AL049834",191,226,168,859,1139,805
"583","ENSG00000042429","12_MED17",1233,1145,885,2127,1792,2130
"584","ENSG00000042445","14_RETSAT",649,635,497,1525,609,1544
"585","ENSG00000042493","16_CAPG",182,181,162,191,326,251
"586","ENSG00000042753","11_AP2S1",1857,1384,1254,4200,10785,4539
"587","ENSG00000042781","14_USH2A",20,24,12,52,41,95
"588","ENSG00000042813","8_ZPBP",0,0,0,2,0,4
"589","ENSG00000042832","12_TG",342,316,269,106,118,226
"590","ENSG00000042980","13_ADAM28",35,69,60,89,23,77
"591","ENSG00000043039","7_BARX2",14,9,2,37,9,15
"592","ENSG00000043093","15_DCUN1D1",1527,1653,1009,4274,2671,3714
"593","ENSG00000043143","20_JADE2",226,202,254,315,234,273
"594","ENSG00000043355","12_ZIC2",4,1,0,1,2,4
"595","ENSG00000043462","12_LCP2",9,11,22,6,0,2
"596","ENSG00000043514","17_TRIT1",444,443,348,1135,920,981
"597","ENSG00000043591","6_ADRB1",213,169,138,217,232,161
"598","ENSG00000044012","4_GUCA2B",0,0,0,0,0,0
"599","ENSG00000044090","9_CUL7",1886,1361,1403,2729,579,3979
"600","ENSG00000044115","21_CTNNA1",12328,11775,9518,36998,9748,37317
"601","ENSG00000044446","12_PHKA2",227,147,194,865,224,898
"602","ENSG00000044459","15_CNTLN",69,138,104,685,719,654
"603","ENSG00000044524","11_EPHA3",770,1140,644,2499,556,2762
"604","ENSG00000044574","8_HSPA5",51421,50401,32435,73365,46502,103741
"605","ENSG00000046604","13_DSG2",2531,2519,1901,3179,769,5158
"606","ENSG00000046647","13_GEMIN8",86,98,92,576,934,634
"607","ENSG00000046651","15_OFD1",757,730,688,1706,2044,1893
"608","ENSG00000046653","15_GPM6B",172,169,172,895,1503,906
"609","ENSG00000046774","10_MAGEC2",1,0,0,1,1,9
"610","ENSG00000046889","19_PREX2",8,2,15,32,14,11
"611","ENSG00000047056","16_WDR37",846,725,750,1375,381,1718
"612","ENSG00000047188","16_YTHDC2",947,1046,765,2339,1261,2778
"613","ENSG00000047230","15_CTPS2",233,264,209,1349,721,1563
"614","ENSG00000047249","18_ATP6V1H",1934,1757,1428,4515,3921,5040
"615","ENSG00000047315","16_POLR2B",4105,4059,3600,12921,3962,12996
"616","ENSG00000047346","12_FAM214A",595,641,474,1270,635,1381
"617","ENSG00000047365","12_ARAP2",601,594,534,1057,188,1118
"618","ENSG00000047410","14_TPR",3170,3467,2351,10188,7073,11779
"619","ENSG00000047457","14_CP",22,14,13,39,6,28
"620","ENSG00000047578","13_KIAA0556",516,323,317,707,259,1014
"621","ENSG00000047579","19_DTNBP1",335,302,270,1253,1456,1352
"622","ENSG00000047597","7_XK",37,16,68,381,23,199
"623","ENSG00000047617","15_ANO2",3,29,8,4,3,31
"624","ENSG00000047621","12_C12orf4",435,588,297,1718,774,1998
"625","ENSG00000047634","15_SCML1",321,285,260,444,810,344
"626","ENSG00000047644","18_WWC3",1000,885,562,2179,897,3109
"627","ENSG00000047648","23_ARHGAP6",52,88,120,353,189,297
"628","ENSG00000047662","5_FAM184B",12,19,2,11,1,17
"629","ENSG00000047849","21_MAP4",9992,8851,7869,29225,17778,36581
"630","ENSG00000047932","14_GOPC",1715,1676,1223,3281,3338,3737
"631","ENSG00000047936","10_ROS1",16,16,34,19,1,17
"632","ENSG00000048028","11_USP28",1910,1912,1542,6641,1680,7878
"633","ENSG00000048052","21_HDAC9",3211,3097,2419,4298,1118,3852
"634","ENSG00000048140","18_TSPAN17",1267,1062,848,2669,2402,3269
"635","ENSG00000048162","20_NOP16",620,625,549,1463,2718,1247
"636","ENSG00000048342","16_CC2D2A",159,219,172,1362,706,1631
"637","ENSG00000048392","12_RRM2B",7621,6747,5317,7742,1305,6276
"638","ENSG00000048405","10_ZNF800",362,554,371,1076,1505,1254
"639","ENSG00000048462","11_TNFRSF17",5,6,2,4,0,1
"640","ENSG00000048471","14_SNX29",129,114,63,338,288,487
"641","ENSG00000048540","15_LMO3",13,17,6,47,40,38
"642","ENSG00000048544","6_MRPS10",1066,1157,828,3026,4031,2799
"643","ENSG00000048545","14_GUCA1A",72,61,54,42,110,65
"644","ENSG00000048649","13_RSF1",2273,2124,1608,2936,5250,3322
"645","ENSG00000048707","15_VPS13D",2018,2389,2228,13545,3398,11342
"646","ENSG00000048740","18_CELF2",1690,1778,1207,8326,7258,8522
"647","ENSG00000048828","17_FAM120A",613,704,510,1651,2698,2018
"648","ENSG00000048991","16_R3HDM1",392,370,461,1248,731,1698
"649","ENSG00000049089","15_COL9A2",51,29,42,81,110,94
"650","ENSG00000049130","16_KITLG",332,478,311,1101,188,977
"651","ENSG00000049167","14_ERCC8",291,256,162,984,1073,1086
"652","ENSG00000049192","15_ADAMTS6",359,252,196,394,388,447
"653","ENSG00000049239","12_H6PD",991,803,778,1171,827,2017
"654","ENSG00000049245","13_VAMP3",2965,2679,2301,6459,6881,7794
"655","ENSG00000049246","14_PER3",1321,1047,817,1314,419,1484
"656","ENSG00000049247","13_UTS2",19,28,9,0,7,5
"657","ENSG00000049249","8_TNFRSF9",448,278,290,94,382,239
"658","ENSG00000049283","18_EPN3",23,17,31,568,355,516
"659","ENSG00000049323","16_LTBP1",13014,10536,7879,23150,10678,34972
"660","ENSG00000049449","9_RCN1",12312,13591,9388,12649,12140,15061
"661","ENSG00000049540","17_ELN",11006,8077,6823,17300,16781,33517
"662","ENSG00000049541","11_RFC2",253,254,154,1046,1595,1277
"663","ENSG00000049618","23_ARID1B",1430,1218,1719,2546,1484,3653
"664","ENSG00000049656","14_CLPTM1L",3581,3280,2878,7279,6328,8946
"665","ENSG00000049759","18_NEDD4L",1857,1504,1428,2238,931,2688
"666","ENSG00000049768","16_FOXP3",0,0,0,1,0,3
"667","ENSG00000049769","14_PPP1R3F",566,461,628,858,785,748
"668","ENSG00000049860","14_HEXB",4505,4525,3537,8279,9407,10070
"669","ENSG00000049883","15_PTCD2",223,156,131,793,492,776
"670","ENSG00000050030","15_NEXMIF",8,34,12,43,52,61
"671","ENSG00000050130","18_JKAMP",1713,1631,1484,4450,5710,4239
"672","ENSG00000050165","18_DKK3",17448,17449,14167,62950,44769,68694
"673","ENSG00000050327","15_ARHGEF5",106,63,88,74,43,169
"674","ENSG00000050344","9_NFE2L3",1417,1404,830,647,656,1569
"675","ENSG00000050393","11_MCUR1",933,844,637,2869,5705,3091
"676","ENSG00000050405","13_LIMA1",5171,5266,3940,3926,3389,5693
"677","ENSG00000050426","16_LETMD1",288,261,179,939,1374,1243
"678","ENSG00000050438","17_SLC4A8",72,72,47,278,204,265
"679","ENSG00000050555","18_LAMC3",140,31,59,110,53,273
"680","ENSG00000050628","20_PTGER3",444,322,410,637,630,552
"681","ENSG00000050730","16_TNIP3",15,18,27,14,1,29
"682","ENSG00000050748","17_MAPK9",1290,1209,1314,3703,2179,4193
"683","ENSG00000050767","17_COL23A1",17,18,9,169,63,229
"684","ENSG00000050820","17_BCAR1",5237,4459,4140,7039,4567,8511
"685","ENSG00000051009","10_FAM160A2",341,334,353,891,1261,1171
"686","ENSG00000051108","15_HERPUD1",9539,8568,5725,7544,10093,9862
"687","ENSG00000051128","19_HOMER3",1417,1311,1056,2362,3145,2320
"688","ENSG00000051180","17_RAD51",61,42,29,245,265,339
"689","ENSG00000051341","14_POLQ",12,51,10,387,78,369
"690","ENSG00000051382","9_PIK3CB",391,444,327,1893,355,2127
"691","ENSG00000051523","11_CYBA",370,345,210,413,1033,484
"692","ENSG00000051596","9_THOC3",796,986,727,2582,3169,2396
"693","ENSG00000051620","11_HEBP2",846,623,702,2395,5755,2473
"694","ENSG00000051825","15_MPHOSPH9",361,313,266,1738,967,1701
"695","ENSG00000052126","14_PLEKHA5",2293,2269,2129,4488,3844,4686
"696","ENSG00000052344","16_PRSS8",12,19,12,23,86,68
"697","ENSG00000052723","11_SIKE1",1108,1148,851,3410,3654,3500
"698","ENSG00000052749","14_RRP12",1870,1336,1092,1299,747,2160
"699","ENSG00000052795","13_FNIP2",7651,7485,6462,3934,1297,4458
"700","ENSG00000052802","13_MSMO1",1310,1504,1229,3231,3606,3527
"701","ENSG00000052841","15_TTC17",2731,2821,2112,4631,1633,5361
"702","ENSG00000052850","8_ALX4",0,11,1,11,20,10
"703","ENSG00000053108","17_FSTL4",6,5,11,18,3,11
"704","ENSG00000053254","15_FOXN3",1704,1326,1288,3099,2460,3498
"705","ENSG00000053328","8_METTL24",85,71,53,107,102,204
"706","ENSG00000053371","12_AKR7A2",873,717,707,2579,5448,3709
"707","ENSG00000053372","5_MRTO4",411,438,416,893,1538,1058
"708","ENSG00000053438","11_NNAT",55,19,60,62,78,34
"709","ENSG00000053501","13_USE1",326,310,202,1006,2407,1041
"710","ENSG00000053524","12_MCF2L2",53,94,65,235,113,263
"711","ENSG00000053702","15_NRIP2",15,25,14,16,21,42
"712","ENSG00000053747","16_LAMA3",184,228,307,547,191,520
"713","ENSG00000053770","12_AP5M1",1309,1267,1053,5008,3381,4433
"714","ENSG00000053900","10_ANAPC4",376,463,348,2086,1188,2289
"715","ENSG00000053918","18_KCNQ1",470,360,384,1635,1258,2034
"716","ENSG00000054116","12_TRAPPC3",2101,1662,1402,4620,7963,4752
"717","ENSG00000054118","15_THRAP3",3500,3414,2450,6366,10354,7555
"718","ENSG00000054148","18_PHPT1",3596,3033,2995,13472,38973,12218
"719","ENSG00000054179","12_ENTPD2",1,1,3,1,1,3
"720","ENSG00000054219","11_LY75",22,28,20,30,6,9
"721","ENSG00000054267","22_ARID4B",3084,2812,2619,2456,2904,2966
"722","ENSG00000054277","14_OPN3",1555,1422,1189,1648,2329,1769
"723","ENSG00000054282","16_SDCCAG8",613,765,532,1943,1908,1944
"724","ENSG00000054356","14_PTPRN",2089,1374,1169,326,245,560
"725","ENSG00000054392","13_HHAT",99,99,92,456,172,347
"726","ENSG00000054523","17_KIF1B",2252,2210,2074,5956,1486,6191
"727","ENSG00000054598","9_FOXC1",89,51,64,122,289,133
"728","ENSG00000054611","14_TBC1D22A",456,489,365,1180,939,1824
"729","ENSG00000054654","17_SYNE2",637,812,521,3976,1441,3924
"730","ENSG00000054690","14_PLEKHH1",7,25,9,94,116,252
"731","ENSG00000054793","14_ATP9A",821,615,654,2551,424,3236
"732","ENSG00000054796","13_SPO11",0,1,1,1,1,0
"733","ENSG00000054803","4_CBLN4",10,6,9,13,0,18
"734","ENSG00000054938","15_CHRDL2",93,47,51,178,228,142
"735","ENSG00000054965","10_FAM168A",221,250,329,1068,496,1203
"736","ENSG00000054967","13_RELT",200,215,138,66,148,147
"737","ENSG00000054983","17_GALC",977,1302,836,2598,860,2715
"738","ENSG00000055044","11_NOP58",1709,1490,1201,3058,3659,3138
"739","ENSG00000055070","17_SZRD1",1518,1346,1107,4703,3143,4629
"740","ENSG00000055118","15_KCNH2",1345,1222,1651,12692,12101,10825
"741","ENSG00000055130","17_CUL1",2951,3073,2432,8376,2762,9010
"742","ENSG00000055147","19_FAM114A2",532,503,324,1970,1911,2188
"743","ENSG00000055163","20_CYFIP2",1473,1304,1478,6582,2251,7687
"744","ENSG00000055208","19_TAB2",2896,2401,2351,5256,1669,4882
"745","ENSG00000055211","14_GINM1",1708,1643,1298,4287,6626,4976
"746","ENSG00000055332","18_EIF2AK2",2675,4997,1584,1647,1586,2088
"747","ENSG00000055483","19_AC022966",1326,966,954,1119,525,1321
"748","ENSG00000055609","18_KMT2C",2373,2475,1905,3142,1132,3698
"749","ENSG00000055732","13_MCOLN3",39,17,23,149,42,89
"750","ENSG00000055813","6_CCDC85A",342,336,222,489,241,648
"751","ENSG00000055917","15_PUM2",1553,1352,1191,1809,702,2229
"752","ENSG00000055950","16_MRPL43",1064,860,817,2937,6483,3142
"753","ENSG00000055955","17_ITIH4",2,3,4,14,7,27
"754","ENSG00000055957","11_ITIH1",2,4,2,16,5,2
"755","ENSG00000056050","7_HPF1",350,331,297,1599,3888,1527
