"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"XM_371820",0.308118529306693,5.39477278543235,19.863724071817,9.7736978471967e-10,6.69431359397034e-09,12.8144246876401
"NM_018184",-0.0540407823294302,5.75861130285378,-19.8626425429638,9.77921079433707e-10,6.696178575295e-09,12.2216559675131
"NM_012076",-0.26468078544448,5.54937264829788,-19.861905665757,9.78296887105651e-10,6.69684121236042e-09,13.030034052681
"NM_133367",-0.141716185117343,5.64906679890365,-19.8555105702817,9.81565019243824e-10,6.71729696659589e-09,12.8338601307053
"NM_006187",0.0908343635228288,5.68831590871763,19.8535710105933,9.82558561123566e-10,6.72217943756146e-09,12.5668616818087
"NM_144650",-0.171385536299761,5.59228540586761,-19.8510605143922,9.83846196813686e-10,6.72907059661683e-09,13.0085811889538
"NM_005684",-0.128175990139313,5.63700603953766,-19.8461685567985,9.8636058260192e-10,6.74434586394475e-09,12.855784488418
"NM_003104",0.0890718525035785,5.6880830505385,19.8453718908551,9.86770719765304e-10,6.74522850309522e-09,12.5606374052177
"NM_001872",0.188256823930372,5.57342871624603,19.8338733473384,9.92711151629692e-10,6.78390308630769e-09,13.0214536839954
"NM_001025238",0.146530857680092,5.61364619788715,19.8297564435816,9.94847529891768e-10,6.79656724093437e-09,12.9407600274196
"NM_014886",0.0496101118665511,5.7853549132299,19.8266505703819,9.964625779061e-10,6.80566359412248e-09,12.1121247233718
"NM_033404",-0.280422530698288,5.49897417269145,-19.8240378913728,9.97823383037073e-10,6.81301883154758e-09,12.968491896855
"NM_012446",-0.144921289411577,5.6564386078803,-19.8223021322425,9.98728569164963e-10,6.81725985778132e-09,12.7908189436788
"NM_003725",-0.11232289037856,5.6514997839803,-19.8134209265049,1.00337410741605e-09,6.84702262666628e-09,12.7551893245605
"NM_178009",-0.101904782819608,5.64205099950115,-19.8113852791306,1.00444222452839e-09,6.85236310081905e-09,12.7805857146173
"NM_005711",-0.259630715494088,5.66271211452589,-19.8094256652538,1.00547161931166e-09,6.85743644884335e-09,12.926905044085
"NM_181711",-0.117963724225405,5.64906884067974,-19.8074992434026,1.00648470107104e-09,6.86239568912072e-09,12.7714349251162
"NM_178862",0.0524140675715064,5.78437205886767,19.8064743186147,1.00702415070959e-09,6.86325754250892e-09,12.1044279378964
"XM_370975",0.0708939700820714,5.74915261124154,19.8061725436612,1.00718304436318e-09,6.86325754250892e-09,12.2395622886409
"NM_000713",0.101328356752343,5.66886130664558,19.8030528442769,1.00882726583092e-09,6.8725104683344e-09,12.651940509843
"NM_013261",-0.0467839054532124,5.78560459924271,-19.7981204479291,1.01143284305525e-09,6.8864353538067e-09,12.0941472986376
"NM_012450",-0.10858437586871,5.66912972096131,-19.7980971031236,1.01144519259036e-09,6.8864353538067e-09,12.6581682342763
"NM_001889",0.0526098564677833,5.74444372608754,19.7928765621498,1.01421102820023e-09,6.90330818967823e-09,12.2341062001883
"NM_020693",-0.261138666505254,5.53492250387594,-19.7912497060238,1.01507462129829e-09,6.90722736352678e-09,12.9860212916744
"NM_001007561",-0.103662940548053,5.68961236979359,-19.7904478973946,1.01550054519009e-09,6.90816697408224e-09,12.5440846845907
"NM_001009",0.0687201707576799,5.81933329216383,19.7893762066231,1.01607013628117e-09,6.90997966277687e-09,11.9989124570857
"NM_018946",0.0769359199478146,5.74887187810142,19.7888633404215,1.01634284206677e-09,6.90997966277687e-09,12.2367617849136
"NM_001008410",0.134279449264534,5.62711862312753,19.7874487134552,1.01709545443581e-09,6.91313817798341e-09,12.8665864847045
"XM_034623",0.0833111132949531,5.75377315383333,19.7863933099989,1.01765734842664e-09,6.91499897005646e-09,12.2225028091842
"NM_198993",-0.221143758281551,5.60413167206748,-19.7838872694008,1.01899291616251e-09,6.92134677936382e-09,12.9814102132467
"NM_001025",-0.0589571575618066,5.72182809490083,-19.7835584231873,1.01916831326132e-09,6.92134677936382e-09,12.3259254342863
"NM_004855",0.0788028713803532,5.67392404733043,19.7819089881916,1.02004857187155e-09,6.92357009401341e-09,12.5810590470622
"NM_000426",-0.238200328686736,5.49715707494259,-19.7818638725604,1.02007266051798e-09,6.92357009401341e-09,12.9537673504881
"NM_003463",0.0508884211188114,5.79507117113319,19.7795879464322,1.02128865503455e-09,6.92986364739304e-09,12.0573248495621
"NM_000507",0.263616112851237,5.51601971365515,19.7785796066969,1.02182790229184e-09,6.93156293244891e-09,12.9644191804646
"NM_001950",0.0591141395866561,5.74516903066166,19.7775633993645,1.02237167159271e-09,6.93329192377085e-09,12.2280378659779
"NM_015557",-0.368171222937328,5.60556463392502,-19.7750503419751,1.02371775788637e-09,6.94045937550079e-09,12.9905796691959
"NM_152709",-0.0945465309634379,5.68287430477861,-19.7743057216857,1.0241169755465e-09,6.94120514349504e-09,12.5538422010635
"XM_371106",-0.24333209499742,5.60122499668928,-19.7702359393366,1.02630193761368e-09,6.95405039602721e-09,12.9842059216236
"NM_006542",-0.0880518543042657,5.67129281431668,-19.7686237144365,1.02716890706587e-09,6.95796042042925e-09,12.5986600909826
"NM_001030009",0.0612781748108207,5.8421568878781,19.7673490065693,1.02785494375471e-09,6.95871364661159e-09,11.9205259081414
"NM_014822",0.0911435771404552,5.72711091467523,19.7673396246341,1.02785999488492e-09,6.95871364661159e-09,12.3338639724609
"NM_000747",0.0782386895110214,5.68673322861081,19.7663080134319,1.0284155683285e-09,6.96051146076822e-09,12.507281635523
"NM_003190",0.0412004004640272,5.81435096514182,19.76196739179,1.03075680179558e-09,6.97439053935547e-09,11.9906010772224
"NM_145305",0.0969557550497155,5.66875497123529,19.7601997561005,1.03171189163131e-09,6.97783853228397e-09,12.6214276993432
"NM_006922",-0.179183793157585,5.59767794865428,-19.7599482335095,1.03184787296149e-09,6.97783853228397e-09,12.956366426874
"NM_006666",0.0774515470318304,5.68795797697698,19.7592827349231,1.0322077576375e-09,6.97830596712673e-09,12.4961268778813
"NM_203290",0.0598748616664668,5.74134263423736,19.7575873987878,1.03312517164359e-09,6.98254128962153e-09,12.2323162838392
"NM_012095",0.0612343473729462,5.72458718355614,19.7553398020022,1.03434280875889e-09,6.98752275695123e-09,12.301112780889
"NM_022450",0.0964827630577059,5.67780252570379,19.7551521968544,1.03444451481032e-09,6.98752275695123e-09,12.5729817687887
"NM_173672",-0.190064725498128,5.59497671235924,-19.7488776821734,1.03785240433961e-09,7.00856997865806e-09,12.9592059824476
"NM_001015508",-0.214440995014948,5.61564055209504,-19.7458222274529,1.03951635605159e-09,7.01783193958879e-09,12.9434430264897
"NM_022374",-0.0963500599319138,5.65078725042571,-19.7420000683834,1.04160194488995e-09,7.02993438620886e-09,12.6951495914511
"NM_058176",-0.180504963070407,5.55583583049783,-19.7390379551148,1.04322138588964e-09,7.03888480780192e-09,12.9761123011853
"NM_182625",0.143740859327172,5.64153164668819,19.7379475865209,1.0438182022404e-09,7.04093222421858e-09,12.801838661738
"NM_003551",-0.305936203355407,5.48362969426885,-19.7355141746762,1.04515148197338e-09,7.04794480678874e-09,12.9035975868157
"NM_012426",0.0464749704989709,5.78966737323543,19.7321797739425,1.04698143906066e-09,7.05830183636402e-09,12.0448819780802
"NM_170711",0.0727783136967748,5.71267353554877,19.7280878875737,1.04923189526707e-09,7.07085001865477e-09,12.3521015810553
"NM_138992",0.210292369366555,5.61502332180981,19.7277245293271,1.04943199026868e-09,7.07085001865477e-09,12.9324085195109
"NM_002870",0.0461425660262567,5.81677849504552,19.7246142571099,1.05114646825812e-09,7.08041404383803e-09,11.9634171555262
"NM_005480",0.251080730690512,5.5952149709043,19.7205811078569,1.05337422023064e-09,7.09342909246224e-09,12.9629879044641
"NM_006618",0.0614963807120077,5.73348786092632,19.7167412488759,1.05549999754513e-09,7.10461775716414e-09,12.2421143653481
"NM_016491",0.0538368983685986,5.75591293546449,19.7165106852894,1.05562778841864e-09,7.10461775716414e-09,12.1490506710032
"NM_178121",-0.0569519516823735,5.76792882490338,-19.7138247734346,1.05711771209171e-09,7.11265071213934e-09,12.1063914270125
"XM_292512",-0.0698745245403432,5.70313367119798,-19.7037469491608,1.0627285668618e-09,7.14839843180584e-09,12.3786999394088
"XM_376902",-0.0889434581978863,5.71100777235804,-19.6994096415018,1.06515337587095e-09,7.16270132275229e-09,12.3645600377231
"NM_001382",0.0527660624516626,5.80741859100261,19.6982575682973,1.06579846720694e-09,7.16503171231559e-09,11.9762086445821
"NM_033025",0.200065313517235,5.59029748576189,19.696493185214,1.06678724211493e-09,7.16967062748762e-09,12.9401173943945
"NM_152423",-0.266152540119164,5.45255999639438,-19.6953866473621,1.06740786612311e-09,7.17183336700858e-09,12.8509521133155
"NM_005697",0.0674548010553568,5.71823895105144,19.6935939067508,1.06841419766048e-09,7.17658571056577e-09,12.3008338725141
"NM_178582",0.0837595911592937,5.6697296694217,19.6929539625837,1.06877367281655e-09,7.17699164734115e-09,12.5589339197926
"NM_030941",0.122043825240979,5.64677523407946,19.6921218035196,1.06924131817052e-09,7.1775608131377e-09,12.7243981523207
"NM_003130",-0.175340021361983,5.60438129508671,-19.691738919453,1.06945656115752e-09,7.1775608131377e-09,12.9069972844997
"XM_925937",0.34364770633647,5.39735777212155,19.689934188827,1.07047174992021e-09,7.18236566902017e-09,12.7355015630916
"NM_173481",0.263737427227396,5.527088388401,19.6893022845863,1.07082745445208e-09,7.18274424450808e-09,12.9280371245802
"NM_152520",-0.280002962903853,5.58465481912165,-19.6872648299391,1.07197523501626e-09,7.18843409901938e-09,12.9492105728513
"NM_003939",-0.0800532661567885,5.67820536770105,-19.6805570082367,1.07576352338031e-09,7.21182250310824e-09,12.5029455416043
"NM_152436",-0.342081282111901,5.36662684682224,-19.6799496314933,1.0761072645947e-09,7.21211235695972e-09,12.6606333635914
"XM_495921",0.346611810996524,5.38079247008991,19.6772232813845,1.07765170407193e-09,7.22044692845514e-09,12.6927170194127
"NM_145809",-0.0734338579548064,5.7285936239208,-19.6755608152113,1.07859465581757e-09,7.22474790388547e-09,12.2511180677197
"NM_014511",0.29076461920737,5.40175547415294,19.6715027357084,1.08090018645123e-09,7.23745672159851e-09,12.7419091765083
"NM_177925",0.112301871416113,5.63807542070447,19.671160095891,1.08109509778878e-09,7.23745672159851e-09,12.7347334942238
"NM_000037",-0.12617755536299,5.6471134461062,-19.6688544887944,1.0824076452844e-09,7.24422294668866e-09,12.7149356304612
"NM_020411",0.323322268365719,5.42188863812328,19.6669642110164,1.08348505009199e-09,7.24941209986274e-09,12.7766205239239
"NM_001002811",-0.126994099691121,5.65492319083232,-19.6650180540332,1.08459552796316e-09,7.25481958503786e-09,12.6807301662341
"NM_003896",-0.0607016404511436,5.71676918929179,-19.6629844267092,1.08575724431986e-09,7.26056669369648e-09,12.2817674044393
"NM_004758",-0.259066971105127,5.59977157339665,-19.6535125388652,1.09118602180897e-09,7.29483691460035e-09,12.9268599166641
"NM_173075",-0.0621349112873482,5.75146623504824,-19.6528606932689,1.09156071318755e-09,7.29530969548908e-09,12.1348934802649
"NM_014473",0.0629441133040141,5.73433543594141,19.6492266279436,1.09365220904486e-09,7.30725306711486e-09,12.2016687278822
"NM_007037",-0.257634884742711,5.46875499498569,-19.6472399996706,1.09479741299057e-09,7.31244930945075e-09,12.8513763812676
"NM_015832",0.130412968519398,5.61747968734681,19.6468207070108,1.09503928409025e-09,7.31244930945075e-09,12.8149277845818
"NM_014588",-0.391155618816134,5.40578296076207,-19.6440517543744,1.09663803410402e-09,7.32108840570137e-09,12.7208405682426
"NM_006355",0.200222224754699,5.58298281806592,19.6434909709394,1.0969621319437e-09,7.32121556358418e-09,12.9176126974929
"NM_013361",-0.0570049805452628,5.72892472258256,-19.6399189326867,1.09902900349764e-09,7.33297083234457e-09,12.2119941652309
"NM_006186",-0.0533830217634543,5.74512112416869,-19.6329594629712,1.10306815168318e-09,7.35787538643586e-09,12.1404535782122
"XM_370835",0.173593789697406,5.58513413611403,19.6308224155018,1.10431170523429e-09,7.36412362479101e-09,12.90049389913
"NM_080654",0.111449653534442,5.65310743404954,19.6301107372262,1.10472617238738e-09,7.3648411492492e-09,12.6457559621625
"NM_000312",0.234864169555763,5.52776473311843,19.6278534753234,1.1060418805134e-09,7.37156487984494e-09,12.9031609965865
"NM_002398",-0.229373695615401,5.51936257826598,-19.6261054917208,1.10706191700722e-09,7.37631482736625e-09,12.8973713741646
"NM_014610",0.0646646666152462,5.8229973446293,19.6210816573602,1.10999930003635e-09,7.39383380540447e-09,11.8913587656999
"NM_024913",0.230498173913482,5.56268898259682,19.6205239738904,1.11032589607572e-09,7.39395713257971e-09,12.9141337106623
"NM_012296",-0.059438911192391,5.74765208522755,-19.6194650067956,1.11094634753669e-09,7.39603671036906e-09,12.128042617121
"NM_001010925",-0.136222076860791,5.65496069656914,-19.6155402429373,1.11324918002944e-09,7.40931234628578e-09,12.6677894439286
"NM_033109",0.0521407255079298,5.79299129260457,19.6094964818441,1.1168055207064e-09,7.42917859951043e-09,11.9665458102306
"NM_017913",-0.0623269765077659,5.72176102854163,-19.6094156261051,1.11685318279307e-09,7.42917859951043e-09,12.2307532098067
"NM_001006640",-0.114862043065288,5.63615078720224,-19.6045113796861,1.11974824905233e-09,7.44451731902142e-09,12.7075991061348
"NM_005570",0.0869167379823388,5.66022640744979,19.6044585498057,1.11977948006947e-09,7.44451731902142e-09,12.5605919610061
"XM_499061",-0.248745446322225,5.50859198555007,-19.6015474668685,1.12150187261735e-09,7.45220952342958e-09,12.8721695389534
"NM_016619",0.126609174320643,5.7040460214758,19.6012876657501,1.12165572897952e-09,7.45220952342958e-09,12.4092241496139
"NM_001343",0.0825466585407142,5.70569438393805,19.6009292188734,1.12186804200629e-09,7.45220952342958e-09,12.326001341331
"NM_004862",0.0542812903729608,5.76699558452067,19.5970166114707,1.12418838896628e-09,7.46378021736811e-09,12.0418553033463
"NM_002410",-0.159813935995939,5.63680445403394,-19.59669802008,1.12437755814377e-09,7.46378021736811e-09,12.7601568521181
"NM_032506",-0.0731145808118567,5.69334059708103,-19.5964196290984,1.12454288608346e-09,7.46378021736811e-09,12.3700041046719
"NM_001039111",0.284645086325861,5.51603269889114,19.5926644258805,1.12677558275455e-09,7.47653137575594e-09,12.8661381256005
"NM_173575",-0.0996580789695329,5.66063510422333,-19.5915215012684,1.12745608130612e-09,7.47897898047177e-09,12.5688916058786
"NM_001080",-0.0550779833670276,5.747697634425,-19.5896272242961,1.12858492424022e-09,7.4843985028365e-09,12.1072885919732
"NM_139167",-0.255319706429698,5.47506452622369,-19.588188381647,1.12944318811112e-09,7.48802113664828e-09,12.8303419521918
"NM_018840",0.0579266123578606,5.79244020303826,19.5862614627973,1.13059370390988e-09,7.49357881630412e-09,11.9564558981545
"NM_016815",0.250885769363537,5.57202508449403,19.5792916674568,1.13476589430514e-09,7.5191555669032e-09,12.8925994199538
"NM_022788",-0.205814022996912,5.56464812914498,-19.5716984535876,1.13933041154156e-09,7.54731710654081e-09,12.8879738684728
"NM_172087",-0.0699188779341258,5.68714080144509,-19.5674415712653,1.14189812263826e-09,7.56223922276996e-09,12.3803271674223
"NM_001004360",-0.407897198972538,5.44087207114169,-19.56509665163,1.14331525427686e-09,7.56953547659161e-09,12.7346575228821
"NM_014942",-0.139743382691547,5.61653859194729,-19.5629845668676,1.14459331799455e-09,7.57590723438200e-09,12.7797999835789
"NM_001005470",0.307276205063358,5.39539348500906,19.562305940017,1.14500429940689e-09,7.57653796133591e-09,12.6755201479413
"NM_178014",0.0444305789357502,5.8414651310489,19.5615322288504,1.14547306115535e-09,7.57755056993619e-09,11.8001158443415
"NM_003808",-0.0797471977427051,5.68270210557399,-19.5588420201666,1.14710458640544e-09,7.58625243144958e-09,12.4109222943661
"NM_001039487",0.0526068070732695,5.75882415379038,19.5576449086361,1.14783141171438e-09,7.58787612355642e-09,12.0468082451269
"XM_292778",-0.241216780870064,5.64209394335061,-19.5573962869974,1.14798242519306e-09,7.58787612355642e-09,12.8154305091394
"NM_001013257",0.115031912168414,5.69536651981864,19.550325156756,1.15228654466188e-09,7.61422826869082e-09,12.4012886112327
"NM_052969",0.0775354649118958,5.71553103179406,19.5461323536294,1.15484697684502e-09,7.62715843158334e-09,12.2414796114044
"NM_173493",0.408825793634588,5.40036732313163,19.5454302581389,1.15527633456016e-09,7.62715843158334e-09,12.6594218680588
"NM_001004128",0.0799663635411738,5.70680397745356,19.5453884542307,1.15530190471442e-09,7.62715843158334e-09,12.2853311710705
"NM_003137",0.0555596287252627,5.79608511805144,19.5447197492208,1.15571101484243e-09,7.62715843158334e-09,11.9213245716228
"NM_004694",0.0753614274539682,5.70749730615951,19.5445215529308,1.15583230065286e-09,7.62715843158334e-09,12.2752763503959
"NM_198573",-0.342664910689213,5.45509218050081,-19.5434848461697,1.15646693771789e-09,7.62753246693609e-09,12.7653595745844
"NM_152748",-0.0806630793950722,5.71782582765359,-19.5433906663343,1.15652461029918e-09,7.62753246693609e-09,12.2323662415577
"NM_021149",0.0485944509968039,5.78669913542054,19.5428543134881,1.15685311471455e-09,7.62760295416185e-09,11.9458071527939
"NM_001013840",0.0625686154535234,5.71169327845155,19.5398242030706,1.15871090586322e-09,7.6353827804086e-09,12.2377332476808
"NM_001009820",-0.071497470378044,5.70437332607421,-19.539277378511,1.15904651633011e-09,7.6353827804086e-09,12.2811651695124
"NM_002149",-0.0421785766538427,5.83902286903906,-19.5389684569341,1.15923616210752e-09,7.6353827804086e-09,11.7932563584751
"NM_018933",-0.3010170309021,5.3882292279073,-19.5388553299189,1.15930561882537e-09,7.6353827804086e-09,12.6487908052022
"NM_017931",0.0754228020486405,5.68925121450746,19.5376770443607,1.16002932229117e-09,7.63689267298515e-09,12.3612238850985
"NM_005841",0.0852573089250637,5.66386695547168,19.5374460148013,1.16017127857099e-09,7.63689267298515e-09,12.5022987171643
"NM_000962",0.101520943202011,5.66836473424764,19.5349273173042,1.16172012521182e-09,7.64360910225545e-09,12.5036743974581
"NM_024647",0.0978854035825103,5.66720573200599,19.5347510823284,1.16182858354283e-09,7.64360910225545e-09,12.5035299659815
"NM_006007",-0.0398920386946093,5.83371034029021,-19.5308612922684,1.16422525087414e-09,7.65727761605356e-09,11.8030919160675
"NM_005176",-0.247937038446826,5.5368388529175,-19.526507354817,1.16691430378085e-09,7.67286117554531e-09,12.8543577878808
"NM_176876",-0.20289757109601,5.56452310564867,-19.5250851119443,1.16779416974613e-09,7.67580687255758e-09,12.8631117680913
"NM_016608",-0.0610124974009159,5.73278467917063,-19.5247494270346,1.16800194577418e-09,7.67580687255758e-09,12.1340351268965
"NM_020813",-0.325974684328452,5.39866207654925,-19.5212222220273,1.17018759168253e-09,7.68806520678369e-09,12.6614820432954
"NM_018326",-0.164676921751632,5.5934234347598,-19.5152974561823,1.17386895212098e-09,7.71014090063039e-09,12.8226749348476
"NM_173163",0.101208235585104,5.65853581761898,19.5115210432816,1.17622202829907e-09,7.7234825387627e-09,12.5377496415479
"XM_377716",0.0445621257753421,5.81754566190138,19.5068699333715,1.17912720660922e-09,7.74044118124212e-09,11.8360716046881
"NM_177476",-0.231073550678394,5.50262576233125,-19.5059184062029,1.17972251473436e-09,7.7422314338596e-09,12.8215289446435
"NM_007285",-0.0443306533510635,5.7873645437461,-19.5045611093458,1.18057225430306e-09,7.74430289447462e-09,11.9204852317512
"NM_001419",-0.0799723835717003,5.73016505505106,-19.5043834751826,1.18068351212011e-09,7.74430289447462e-09,12.1544738725322
"NM_024580",0.0784503920115895,5.70730216520975,19.4995068552073,1.18374236684609e-09,7.76224502849894e-09,12.254515423016
"NM_001005275",0.309000383416035,5.35924953023639,19.4974364011456,1.1850436726404e-09,7.76865559775184e-09,12.5588975992693
"NM_003986",-0.350576574376372,5.4617723897578,-19.4930625269705,1.18779784418838e-09,7.78458445126188e-09,12.7470169901298
"NM_000570",-0.236722810731274,5.5503172615472,-19.4909544231114,1.18912778500077e-09,7.79117303849807e-09,12.8434621745344
"NM_002249",-0.116291590473395,5.66817093351846,-19.4884942722034,1.1906818780716e-09,7.79922627557818e-09,12.5012872362321
"NM_023923",0.0676638754679662,5.73596798336352,19.4817614463465,1.19494639779363e-09,7.82502416017654e-09,12.1038965737031
"XM_379380",-0.282815196208329,5.4919533686877,-19.4805956170915,1.19568651737171e-09,7.8256615226931e-09,12.7899028536632
"NM_004661",0.0907121314463328,5.6555561905421,19.4805808949678,1.19569586682148e-09,7.8256615226931e-09,12.5186738683422
"NM_020866",-0.348548408118085,5.33157303052646,-19.478334998474,1.19712308388123e-09,7.83286641579864e-09,12.4787292685298
"NM_024339",0.145132121075282,5.62121416882765,19.4772085334777,1.19783962754689e-09,7.83345894519014e-09,12.7254044640591
"NM_001008572",-0.066312098746284,5.7079157812567,-19.4767360454765,1.19814031624973e-09,7.83345894519014e-09,12.2222844552766
"NM_006739",0.161271149746012,5.68138489686539,19.4766535497879,1.19819282449137e-09,7.83345894519014e-09,12.5180298952496
"NM_022662",0.0699965176109254,5.72006524985354,19.4700623205173,1.20239625160807e-09,7.85879903011814e-09,12.1678664517115
"NM_006230",0.0604956843134863,5.78469643108235,19.4677130814011,1.20389832236847e-09,7.86647420006626e-09,11.9126578818247
"NM_030963",-0.0728789229201157,5.76387206083359,-19.4580884696634,1.21007359030692e-09,7.9026901609907e-09,11.9855072294011
"XM_926686",0.329069293597948,5.32378232347292,19.4580483079402,1.2100994309017e-09,7.9026901609907e-09,12.4474606570913
"NM_020418",-0.0716415883966164,5.70288157663547,-19.4563367285509,1.21120124433641e-09,7.90773391296892e-09,12.2410922649229
"NM_014844",-0.119008608465648,5.6551161911342,-19.4509813604841,1.21465579431351e-09,7.92813137436065e-09,12.5464152486717
"NM_206824",0.0602292020740727,5.80168613002726,19.4426654350528,1.22004143109948e-09,7.96111863686445e-09,11.8475881235436
"NM_002901",0.0561306685328198,5.74824376739837,19.4406551778498,1.22134724190541e-09,7.96747317361505e-09,12.0212016212899
"NM_016272",-0.0624512601532956,5.71341623323162,-19.4386903669288,1.22262500668292e-09,7.97364134793207e-09,12.1706269025848
"NM_024882",-0.107992518071891,5.6373826488297,-19.4337503901027,1.22584404734004e-09,7.99042709938804e-09,12.5975525031989
"NM_000782",0.399789171226765,5.42046095332899,19.4337187560865,1.22586469083112e-09,7.99042709938804e-09,12.6434994957346
"NM_002335",0.170691018959223,5.63430477956855,19.4281716049306,1.22949048506412e-09,8.01188477913081e-09,12.6886698045456
"NM_153034",-0.278881138301649,5.54896681200932,-19.4189440772078,1.23554785577627e-09,8.04917169886819e-09,12.7992310752794
"NM_003755",0.0445777785051185,5.79618563886669,19.4158865510149,1.23756213632141e-09,8.06010617956954e-09,11.8441039715281
"NM_152478",-0.0830159471978327,5.68315601324734,-19.4150317532464,1.23812591322416e-09,8.0615903194194e-09,12.3312593560503
"NM_182660",-0.161901305674223,5.60082842059441,-19.4138048550686,1.23893559692089e-09,8.06467434936302e-09,12.7527428186681
"NM_016535",0.0958601715693348,5.69193256011972,19.4121669024145,1.24001745463657e-09,8.06952790435943e-09,12.3063976728603
"NM_001560",0.0667897334656473,5.75502993213995,19.40977331015,1.24160026305117e-09,8.0776379271423e-09,11.9864609233731
"NM_002792",0.0482545081547707,5.77522873176952,19.4088662638299,1.24220064089738e-09,8.0793537619342e-09,11.9035160943058
"NM_005780",-0.105212780640354,5.72379058391968,-19.4073983415337,1.24317293662036e-09,8.0834869896745e-09,12.1631139399605
"NM_003146",0.0467344639143548,5.83086325849956,19.4046110117969,1.24502144507302e-09,8.0933138357943e-09,11.739819517535
"NM_001004054",0.325995893889006,5.46750877114071,19.4037215766603,1.24561193435e-09,8.09495976831846e-09,12.716209978767
"NM_001012320",-0.0526014819791349,5.75308602221145,-19.402236599563,1.24659848096336e-09,8.09917800301044e-09,11.9775557332825
"NM_022976",-0.196178812924161,5.6432112813213,-19.3998881062005,1.24816044768978e-09,8.10713145996067e-09,12.6769299306629
"NM_153234",-0.17272676921328,5.61352443568746,-19.3975613412696,1.24971007042947e-09,8.11500045733423e-09,12.7262342431202
"NM_033304",-0.367358424363087,5.35998670768274,-19.3967669229967,1.25023963298809e-09,8.11607964027637e-09,12.5130244644419
"NM_004196",-0.1547575851635,5.61491795769488,-19.3962975943297,1.25055260457258e-09,8.11607964027637e-09,12.7063789846074
"NM_024034",-0.153313592163729,5.57689202873403,-19.3900614630637,1.25471929487926e-09,8.13880852992551e-09,12.7718233653108
"NM_178507",0.0673104053884366,5.71451865562072,19.3889939612376,1.25543406770875e-09,8.13880852992551e-09,12.1434008535498
"NM_004298",0.0938641783857914,5.70645214660167,19.3889809891791,1.25544275621184e-09,8.13880852992551e-09,12.2179891096208
"NM_000425",-0.0443600719695958,5.81452023294482,-19.388934394754,1.25547396504659e-09,8.13880852992551e-09,11.7762280150447
"NM_181609",0.320965453509787,5.36241040665678,19.3885218361613,1.25575033276309e-09,8.13880852992551e-09,12.5166241472873
"NM_007328",0.312445738466216,5.53465469393939,19.383498889757,1.259120472764e-09,8.15844798767169e-09,12.7659374518043
"NM_001353",0.112408519470404,5.69177287833127,19.3794721644717,1.26182933095779e-09,8.17379323697351e-09,12.3167882380975
"NM_138468",-0.1368053315336,5.61665873784824,-19.3782044234207,1.26268348200632e-09,8.17711914952826e-09,12.6738995877703
"NM_004603",-0.0743038064304109,5.73539035394683,-19.37755237037,1.26312305398236e-09,8.17775918413185e-09,12.0524385402793
"NM_002729",0.312781732421446,5.46677574126156,19.3765026584859,1.26383105283101e-09,8.17901399117102e-09,12.7049034101124
"NM_052944",-0.327483011425042,5.51998366621235,-19.376254555776,1.26399845388556e-09,8.17901399117102e-09,12.7496545233955
"NM_014142",0.0843165284727343,5.70533553498208,19.3753486985697,1.26460986380364e-09,8.18076461759765e-09,12.2010388045159
"NM_005242",0.376442732532056,5.33688913964071,19.3703229002995,1.26800790584049e-09,8.20053617358441e-09,12.4440966098
"NM_014750",0.476090656079017,5.53042753283265,19.3657987748716,1.2710752838814e-09,8.21815916302629e-09,12.7058977484781
"NM_017815",0.121915844656624,5.65314730333451,19.3595880165909,1.2752994089651e-09,8.24324961356383e-09,12.5095175141504
"NM_001006639",-0.0583538298643731,5.77736021593242,-19.3561543440432,1.27764133090535e-09,8.25616368921068e-09,11.8700755033608
"NM_152542",-0.102967517196808,5.72310213874794,-19.354856808906,1.27852753135132e-09,8.25966642057380e-09,12.132430584366
"NM_018706",0.0656116397673143,5.73418409231972,19.3542029268515,1.2789743790024e-09,8.26032968139335e-09,12.03549351988
"NM_001030003",0.303112305241771,5.48151274049063,19.3505620615771,1.28146558083178e-09,8.27419261231171e-09,12.7100655562574
"NM_152405",-0.0575237199252889,5.73796350014388,-19.3461749357763,1.28447443930174e-09,8.29138960280845e-09,12.0068849325278
"NM_022664",0.092909226786249,5.66647458642023,19.3421757904498,1.28722392698387e-09,8.30690353525488e-09,12.3895686714622
"NM_014814",0.0485403930652586,5.78369874876332,19.3403718825926,1.28846624993566e-09,8.31268548345585e-09,11.8377587403826
"NM_032420",-0.251670460620988,5.56247182744281,-19.3393500541438,1.28917054782894e-09,8.31499412735677e-09,12.7651327184822
"NM_006475",0.270772556715174,5.49786834505442,19.3367143448176,1.29098915836669e-09,8.32448678151544e-09,12.7242807269723
"NM_002539",0.0647805874808371,5.84517946877821,19.3357763089062,1.29163706851288e-09,8.32588313620501e-09,11.6648497260604
"NM_004064",-0.0815005462580327,5.70652895240286,-19.3353964619828,1.29189953330114e-09,8.32588313620501e-09,12.1669806405071
"NM_002253",-0.106504179610051,5.68155914082091,-19.3291964064194,1.29619185993337e-09,8.35130325863109e-09,12.3273227124855
"NM_007001",0.0529978477635877,5.7549468736379,19.3283787808769,1.29675906687691e-09,8.35232117245396e-09,11.9289255950197
"NM_014460",-0.317573941009574,5.56893468568516,-19.3279654966546,1.29704587540566e-09,8.35232117245396e-09,12.7535507691371
