"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"XM_052561",-0.0768205755384272,5.4171440888479,-5.07938963047917,0.000397353900336225,0.00066060498809015,-0.0950058272046448
"NM_213598",-0.0494799183543497,5.58145329323555,-5.07694708743293,0.000398838310302049,0.000663026906368995,-0.728738378190494
"XM_036988",-0.0685932620010581,5.52561054518955,-5.07676205040681,0.000398951002638604,0.000663168310245636,-0.433245984211129
"XM_378184",-0.104740871368069,5.19697237370902,-5.07595878605143,0.000399440603291577,0.000663936178336301,0.158772867523627
"NM_018351",0.0268489923182047,5.63844601586787,5.07520060380927,0.000399903310746711,0.000664659242238301,-1.11194082580842
"NM_000347",-0.0345087392985857,5.65321264896741,-5.07502002720832,0.000400013597831532,0.000664796506333132,-1.20318754966462
"NM_024114",0.0796342256416329,5.40989713759801,5.07494232988757,0.000400061061369375,0.000664829350011424,-0.0886292061123566
"NM_005732",-0.0237971194744961,5.66951422389605,-5.0744171764839,0.000400382022466624,0.000665316661302983,-1.31376246313569
"XM_926506",0.0642466183236863,5.47206107570744,5.07414964193866,0.000400545638180966,0.000665542461668733,-0.240380753217694
"NM_000492",0.113352259663669,5.38562723606042,5.07300133072544,0.000401248715463639,0.000666664532442183,-0.0538240139910622
"NM_005417",0.0163059825863172,5.74611877881077,5.07035230111268,0.000402875638578026,0.000669321287960171,-1.71632730291541
"NM_006735",0.190520981065032,5.4692423063511,5.07013909586515,0.000403006884330407,0.000669492989820016,-0.230743202335222
"NM_025161",0.0307845108203679,5.66443543591296,5.06906712319777,0.000403667461488489,0.000670543955960945,-1.28578431830534
"NM_130844",-0.101401571551492,5.28668095255136,-5.06900225825453,0.000403707469783428,0.000670564002685465,0.0669620149539005
"NM_002448",0.0760819196996003,5.40951576963138,5.06885120682838,0.000403800653675524,0.000670672365966268,-0.0970776198399665
"NM_017519",-0.0129604383241633,5.78432391143679,-5.06866321529383,0.000403916657864638,0.000670818613850343,-1.84624127881306
"NM_138774",0.0205718389432956,5.72438115828442,5.06833909088884,0.000404116748799626,0.000671104481815045,-1.62417466686777
"NM_058184",-0.0985542316884382,5.31218613967028,-5.06691408052632,0.000404997695507586,0.000672520908612888,0.0369434412003411
"NM_199075",-0.0145764153364656,5.78235779277712,-5.06641232352286,0.000405308368426542,0.00067299023400007,-1.84388233447568
"NM_205838",-0.0685226753204748,5.55096910469775,-5.06585497378248,0.00040565375917718,0.000673517137340182,-0.568680356947293
"NM_033238",-0.0954501694577194,5.41153750918992,-5.06540822250077,0.00040593083733387,0.000673930554511129,-0.109002878914149
"NM_024869",-0.129997551599324,5.29839694166555,-5.06328695140109,0.000407249207153242,0.000676072558046469,0.0472166738549138
"NM_020426",0.127312988470565,5.34760401016122,5.06163521631723,0.000408278906158478,0.000677735077313837,-0.0146668051173799
"NM_017883",-0.0319995754928994,5.64772140037225,-5.06095556936651,0.000408703402948225,0.000678392812141739,-1.1923586240797
"NM_017927",0.0248867102184622,5.63527428694972,5.06047904227357,0.000409001313527155,0.000678840354401917,-1.11612474282416
"NM_052924",0.0344856042485491,5.59431815736202,5.05991345239606,0.000409355202556023,0.000679380738631115,-0.843568570447637
"XM_376903",0.0332741045395606,5.63036549909794,5.05762016868698,0.000410793440580469,0.000681720548605397,-1.08260297674309
"NM_001001694",-0.0744252488047028,5.53116444452949,-5.05713416037793,0.000411098929709362,0.000682180343844617,-0.486852383778523
